Genre,Artist,Song,Lyric
Metal,Melvins,A Growing Disgust,"
"
Metal,Melvins,The Talking Horse,"The golden talking equine god
Speaks nothing but rage
The nature of the burning bee
Means nothing to no way

The burning talking nowhere near
Means nothing to me
The golden talking equine god
Means nothing to no way

"
Metal,Melvins,We Are Doomed,"It's amazing
Turn around and look at the whole thing
All together and take a big black bite of me

I was lonely, and there ain't a whole lot of holding on, going on

You were dreaming
I slept while you did the thinking
Thought a long time and took a big green bite of me

He was crazy, and there ain't a whole lot of holding on, going on

We were happy
Don't know which way I was crawling
Shook around here, and stole a big mean bite of me

It was heavy, and there ain't a whole lot of holding on, going on

Monotone gaze and I won't forget it
Mini tone monster tower now you won't need it

You said no one cares, no one cares about you
I'm amazed how you move around like you have to

"
Metal,Melvins,Skeeter,"[Spoken:]
So... we were in Amsterdam, and we were staying at this guy Toss's house, good friend of ours, uhh...
It's kinda in the middle of the city and we were just finished with our second European tour and everything was going pretty good.
Skeeter, he met this girl that lived next door to Toss's, and within a couple of weeks he started living with her, you know?
And I guess she had a lot of money or something, cause she was constantly buying him clothes and getting him lots of stuff and loading him with money, you know?
He was constantly going to the coffee shop always getting the best herb and the best hash, you know?
He was in good shape. She was really good looking, she was really cool.
I, I don't think he'd ever met her before but she had, you know, other boyfriends I suppose.
So I'm sitting on the couch, you know, in Toss's apartment and I'm reading, you know, Maximum Rock and Roll or Flip Side, one of those punk things.
And I heard Skeeter come in, and he came in and he had all these really nice clothes on, she bought him all this stuff. She like bought him cologne, he was really really smelling good, you know? He looked good too.
You know he came in and put his herb on the table and, whatever. I'm just reading my little punk magazine, not really paying attention.
And then he says, uh, he says ""Hey Dave"", and I look up and he's standing there with his dick in his hand and he's kinda got it like lifted up so he's looking at the head of his dick.
He kinda pointed it at me, I didn't know what to think. He said ""does that look like pus to you?""
I said ""no, I think it's lint.""



"
Metal,Melissa,Exhausted,"[instrumental]
[solo : P.G.]

Music by MELISSA, lyrix by N.Tuzov.
Recorded and mixed by P. Droban, May 1995,
Obninsk, Russia.
Executive producer : Agen Price.

MELISSA would like to thank our families and friends, Agen Price, David
Mortimer-Hawkins for your inspiration and support.


"
Metal,Zandelle,Warlords Of Steel,"Our hearts race with every beat, a thunderous roar fills the air
The majesty and grandeur coursing through our veins
The war is far from over, our enemies must beware
We'll show them that our power forever remains

We must all stand together and show them we won't fall
Cry out and tell the world once and for all
Our strength cannot be stopped we can't be pushed away
Our power is growing stronger it is here to stay

Warlords of steel bringing our strength to you
Keeping true to our faith
Now we reveal the power we know is true
Warriors here to say...supreme we will reign!

Fight on forever to survive, we must not give up our dreams
Stand proud and show them all that we will not give in
Be true to your hearts hold tight what you believe
With our strength and power we will win

No one has the right to decide your fate for you
They'll tell you otherwise but inside you know it's true
We will not tolerate this oppressive state we're in
We'll fight with all our hearts, the power lives within

Out of the shadows of night we will rise unleashing the power foretold
The power and valor lives on in our hearts and with it we'll never grow old.
With fists held high we'll lead the fight
And crush them all with our never ending might!

Scream loud let your voice be heard, let the whole world hear your cry
A monstrous shout that echoes well into the night
We will never surrender they can't hold us down
With valor in our hearts, don't give up the fight

With our battle cry we'll chill them to the bone
We'll make them run and hide under every rock and stone
They cannot hold us down, the power is in our hearts
And if they try to stop us we'll tear them all apart

"
Metal,Zero Hour,Fragile Mind,"Memories fears and lies

Anger burns the child inside

As I turn and walk away

Can't believe the things you say

Frustrated with fragile mind

I feel the rage it binds my eyes

Poison me till Ecstasy

Drowning in my liquid dreams


Looking back I'm paralyzed

The dreaded memories inside

Agony corroding me

Keeping me from destiny

The tragedy the suffering

Deafened by the silent screams

Never more to hear them roar

Never more to be ignored


I'm craving feeding lost

I'm empty bleeding falling


Disdain is my outlook as well as my plan

Compelled to incarnate from spirit to man

He who controls me controls my lost fate

I re-live his torment and wait at his gate

Cast off warnings of fate decree

Glory is crimson my soul is set free


Gravity failing me see it all as I fall

Falling down through the ground

Bridges burned lessons learned


Who will be there for me

All is lost at what cost

Misery endlessly twice the pain who will reign


Redemption is all I seek

Free me from my suffering

Sanctuary's calling me

Away from infinity


Where do we go from here?

"
Metal,Melancholy Pessimism,Possessed By Greed,"I want more, I want all.

I will steal, I will kill.

We are possessed by greed.

We want everything.

Why not to have a bigger house

than the neighbours, and the most

expensive car in the street.


You envy people their nose between

their eyes

and the cripple his crutch as also

their holes between the halves.


A starveling can save a lot of money

for food.

A prisoner needn't support children.

And blind man doesn't buy books

Your greed hasn't any borders.

Why are you like this too?


Do you want to take everything

to the grave?

Everyone will rot under the clay,

and your property and everything

will stay upward.


I can't see, I can't hear.

Iwant more, I want all.

I will kill and I'll take

everything from everyone.

"
Metal,Znowhite,Baptised By Fire,"Father can you help me now
Iâve fallen weak again
Father can you hear me now
I canât go on

[A-CHORUS:]
Pushed to far
Meet my standards
Make them proud

Kill because I tell you to
Firstborn son
Donât want to see no tears

[B-CHORUS:]
The dream appears
When I close my eyes
Someday that bastard dies

Son he says
Youâll be sent away
To make me proud
And to make them pay

Baptised by fire
Baptised by fire

Seems like only yesterday
I was a boy without a care
Now I got to make them pay
Or be sent home in a bag

[A+B CHORUSES]

Father tells me not to cry
Youâre a man and not a boy
He tells me hold my head up high
Even when Iâve got nothing to pride

Listen to mamma boy and youâll be weak
Do as I say and not as I do
He says itâs nothing when he needs a drink
Boy Iâm a man and I made you

[A+B CHORUSES]

Youâve got no right
To send off to war
Kill or be killed
Are you proud while Iâm being scarred?

They say that Iâm a soldier now
Time to show your might
Feels like spending time in hell
And my mind isnât right

Ten years later tell them I am a man
But Iâm still locked away
Father says didnât go as planned
Ashamed of me so itâs best I stay

[A+B CHORUSES]

"
Metal,Dangers,El Segundo Blue Butterfly Habitat Preserve,"I've seen the jet planes crash
And oil tankers galore.
I've seen Mexicans in boxer shorts
With pacific ocean pompadours.
I've seen gay penguins fuck
And bison roam through golden gates.
Seen dogs die on my welcome mat.
Seen my best friend's girlfriend masturbate.
I've seen half-empty beds
(What good are dreams?)
I've seen friends stuck with mortgages
(What good are dreams?)
(What good are dreams?)
(Good for nothing)
I've seen men make more out of dreams
(What good are dreams?)
(Good for nothing)
Than dreams'll ever make of them.
Clearly, wearily
Life is but a scheme
Where you say there's
Blue butterflies
Where blue butterflies have never been.
Some with Uncle Sam
Me?
My uncle Rick:
All I see is scattergoods
And all I smell is shit.
What good are dreams?
What good are dreams?
What good are dreams?
What good are dreams if they come true?
What good are your dreams?
He says, what good are your dreams
What good are your dreams
If all your dreams come true?




"
Metal,Zimmer S Hole,White Trash Momma,"White trash heaven in your home town
I can't stand it out on the lake
Let's gather 'round the 'ol oil drum
And twist up a thumb of shake

House a kit find us fuckin' freezing
We're a little tight gotta sell some thigh
Got a degree it's a p.h.d...
It's a useless urban lie
Wanted to be a dental hygenist-didn't want
To waitress
Shoulda stayed in school now she smokes
Unwashed penis
Deep lung cough and bloody stool

White trash momma

Socially assisted anally fisted
Unwashed sheets that stained with cum
Curlers in her hair yellow underwear
Burning all the garbage in the 'ol oil drum
Curlers kettles cans and curtains
They're so hurtin' she so sore
Eye dropper crack hits every mornin'
It's almost noon she has got to score

White trash momma

Raised on white bread
Trading stepped-on crack for bad head
Notice as the tracks are revealed
Her white trash fate is sealed

They didn't even see the twister comin'
The wind just whipped right out of the sky
Mom was too busy cookin'...
Mom was too busy gettin' high...
Carry...mommy...

Let's gather 'round the 'ol oil drum
It's right down by the shore...
We'll be talkin' and trading stories
'bout a white trash whore

"
Metal,Zimmer S Hole,Two-Headed Anal Baby,"unergrosse Scheisse ins meine Mund
mit Kase
und mein Stapeler bitte
das ist gut, ja? 
zwei Kufe du? 
poo-poo baby?
einz, zwei, drei, vier

unbelievably large shit in my mouth
with cheese and my piles please
that is good, yes?
two skids you?
poo-poo baby?
one, two, three, four

Two headed anal baby
Two headed anal baby
Two headed anal baby
Two headed anal baby
Two headed
Anal
Baby

"
Metal,Zapruder,Moloch,"Tough my lips are swollen
My throat filled with blood
I can still say your name
And still call for The Flood

We are fighting so obscure
Beneath the lonely moonlight
And the street calls our name
Repeatedly tonight

Our thoughts are plastered
On the miserable walls
Of this lowering bud
This Monster of a city

I wish our words
Were of any use
I wish we could reach out
Before they shut our mouths

We have no friends
We have no lovers
We're facing dead ends
It's for the better
You don't wanna join us
We're headed in a wall
With our eyes wide shut
And our faith on stall

But the pavement has worn us
Down to th' essentials
Out of strength we howl
Starving hysterical naked

"
Metal,Melvins,Revulsion  We Reach,"[Revulsion]

Repelled by just the sight
You take me you feel me coming on
It repells the big strong man
Now you want to take me for everything I am
Gotta word that's coming up coming up my throat.
It's a long ass word, gonna make me choke.
I like to hold my pride
Right in between my hands.
So I can feel it hang.

[We Reach]

I could have hoped for a better piece of your man.
Better times I wrote for glass, less, wind.
From both behinds in back, we're reaching one of each, in time.
Heart like a picture to be.
Hardly, we reach.

"
Metal,Zamiec,Duch,"Duch biegnie
Po nocnym niebie
Duch biegnie
Po chmurach burzy

Duch
Skrada siÄ po ziemi
PeÅznie
WÄÅ¼ sÅowa

StÃ³j!
W kamieni deszczu duchu!
Tnij niebo ciemnoÅciÄ!

Dym przywoÅaj!
OwiÅ martwy Åwiat!
Niech spadnÄ ksiÄÅ¼yce!

ChodÅºmy!
KrzyknÄÅ i w krew idzie
W martwÄ zimÄ

"
Metal,Zao,Kingdom Of Thieves,"From the day they washed ashore
The first brick in the foundation
In the kingdom of thieves
Befriend and destroy
Built upon stolen land
Painted with innocent blood
Give thanks and betray them
Shove them into dark corners
Feed them the leftovers of dogs
Dig up their graves and laugh
Pick your teeth with their bones
The fruit of the holy voyage is sour and cursed
Forced by our heroes
To walk a trail of tears
Forced by our forefathers
To watch their wives and children die
In this great, honorable, holy American land
In the kingdom of thieves
The great American land

"
Metal,Dance Club Massacre,"Who Are You, And What Have You Done With Six","In the wonder years I was in my own domain.

Thrashing to Phil, and Mustaine.

Then I picked up a CD with a pair of breasts wrapped in barbed wire.

This day will go down in infamy.

There was no dress code.

No clique to separate the men, women, and children.

My own kind of club.

Good times and great memories like the classic cabana.

The wine was fine and the trumpets ranged.

And upon rekindling this deathly siege things weren't exactly the same.

Now I travel apart of the team.

The teams been sold to the Devil himself.

You'd think he would know what to do, the anthems devoted to his dynasty are portrayed yet sabotaged.

Who's got the time for team spirit nowadays?

I don't feel quite at home.

I'm brand new.

This isn't where I thought I was going.

This place is not the same as I left it.

The old me would kick the new me's ass if he wasn't shorter.

What's with the new style?

Where were the chicks when I was dope?

But I guess it's OK.

Like Ben said, 200 solemn faces are you.

And underground I feel cool in my youth, which by the way has passed, but I'm still cool.

Check me out, I'm rocking the house.

I'd hope Dimmu would be proud.

And underground I feel cool in my youth, which by the way has passed, but I'm still cool.

Nick Seger - Vocals
Mitch Hein - Guitars
Chris Mrozek - Bass
Jon Caruso - Drums
Matt Hynek - Keyboards


"
Metal,Mekong Delta,Confession Of Madness,"[Mekong Delta, J. Jenkins]

Where do we go? Wake up people!
We're on a deadrace. There is no time!
How can you believe in or trust it?
This system's proofed that it's absurd 
Setting signs
he tried to wake them up,
open up their eyes. 
But they don't listened
They were all too busy.
Facing just the end of the day.
Never thought of tomorrow. 
Yes, I know. More you'll ever will
Maybe I scare you. I reflect what scared me
Why do you all baffle my warning?
You'd better let this in your life! 
Prosecution
for he'd disturbed their dreams,
distorting his speech 
Being here on his own,
with that vision he had seen
Yes, I know (he must be) out of mind
in another mental sphere 
Setting signs
he tried to wake them up,
open up their eyes. 
But they don't listened
They were all too busy.
Facing just the end of the day.
Never thought of tomorrow. 
There is no time
There is no time

"
Metal,Zemial,Sleeping Under Tartarus,"Screaming blasphemous names
In the nocturnal wind
Carving the eternal seals
Invoke the ancient kings

In the freezing vast desert
I spill my blood upon the altar
I summon the dragon of chaos
I bow down before thee and hail

Blazing crown of the night
Hath fallen to our possession
Ishnigarrab shall walk
Through the rays
Azagthoth is rising to his feet

Mighty priest awakes
From the eternal dark depths
Of thousand millenniums of sin
Deluge to the kingdom of infidels

Reign of the forgotten
All we disciples rejoice
At last the rebirth of the cult
Revenge burns in our veins

"
Metal,Zeraphine,Kannst Du Verzeihen,"Ich bin heimlich umgekehrt
Ganz unversehrt ging ich zurÃ¼ck
Ich schlich; verraten?
Ein Teil von Dir war noch zu spÃ¼ren

Du warst schon weg
Nur blauer Nebel und Deine Angst bei mir
Das Ende einer langen Reise, die hier beginnt

Kannst Du verzeihen
Ich treib' die Sehnsucht vor mir her
Kannst Du vergeben 
Und der Wind schreit Deinen Namen 

Das Rauschen der BlÃ¤tter
Ganz plÃ¶tzlich geht die TÃ¼r
Du siehst durch mich hindurch
Und stehst ganz nah vor mir

In Deinen Augen seh' ich Furcht
Deine Angst vor Dir
Den Anfang einer langen Reise, die hier zu Ende geht

Kannst Du verzeihen
Ich treib' die Sehnsucht vor mir her
Kannst Du vergeben 
Und der Wind schreit Deinen Namen 

Und ich drÃ¤ng' Deinen Geist zum TrÃ¤umen
An diesem Ort
Wo mir das Wissen den Glauben nahm

Kannst Du verzeihen
Ich treib' die Sehnsucht vor mir her
Kannst Du vergeben 
Und der Wind schreit Deinen Namen in die
Nacht

"
Metal,Melvins,(Star),"
"
Metal,Zao,Psalm Of The City Of The Dead,"As we wait here for a sign we are greeted by the end of time,
These streets aren't paved with gold,
You are my everything,
My soul is growing cold

"
Metal,Dangers,"(Messy, Isn T It)","[Instrumental]
"
Metal,Mekong Delta,The 5Th Element (Le Bateleur)  Movement 2,"Bluebird in slowmotion
Disturbed by a silent cry
I will never hurt
'Cause I'm that what they deserved

I create what they should see, sense of my life
I hope you see that's true, look in my eyes
All that what seems to be, part of my art
Who else should have this might, create this glorious
Light, no oneshould stop me

See me acting gently
Hoping to safe the lost blue sky
Don't know any limits
I was ready...

Anxious
To know - wisdom
To know - wisdom
In the end going beyond the pale

Endless nodes beyond the means now

Bluebird with no motion
Hiding spot of thoughts
Can't clarify

Bluebird in motion
Hiding spot of thoughts
Can't clarify

Bluebird in motion
There must be something more
a missing line

Time will not change me
This will always hurt
'Cause that is what they deserve

Diving into darkness
Tasting frenzy
Crossing madness
Finally moved the skies
Into madness
Mashed by power
Breathing boundless might

Anxious
To know - wisdom
To know - wisdom
In the end going beyond the pale

Endless node beyond the means now
Free

All you see is part of my art
No one else has this might
I create this glorious light
Now see!

Can't you see this glorious might
My world full of wisdom
A small part of what you once lost
A glooming power unleashed the fire (that) I am!

"
Metal,Damageplan,Ashes To Ashes,"[Bonus Track]Ashes to ashes, dust to dust
Ashes to ashes, dust to dust

Every time you trample across my peaceful mind flailing freely, want me to let it slide
How you hurt her, went so far beyond the wrong I'll burn you down to cinders, ashes now you're gone
And the scars you left behind slowly fade away with time
Ashes of what used to be now they tore you on to me

Begging mercy, shifting, playing on both sides cut your own throat open and ask me how you died
What was once respect has slowly headed south memory forces echoes better in my mouth
And the scars you left behind slowly fade away with time
Ashes of what used to be now they tore you on to me

Ashes to ashes, dust to dust
Ashes to ashes, dust to dust

Well, I have no respect left for what you're about and sympathy won't come from me
Erase everything that you once could have been destruction of your dignity
I scatter your ashes into the wind regret is too short, now you're free
Leave here in shame doomed to fulfil your pathetic destiny
And the scars you left behind slowly fade away with time
Ashes of what used to be now they tore you on to me

Ashes to ashes, dust to dust
Ashes to ashes, dust to dust
It's history
Ashes to ashes, dust to dust
Ashes to ashes, dust to dust
It's history
Ashes to ashes, dust to dust
Ashes to ashes, dust to dust
Ashes to ashes, dust to dust

DAMAGEPLAN IS:
PAT LACHMAN - VOCALS
DIMEBAG DARRELL - GUITAR
VINNIE PAUL - DRUMS
BOB ZILLA - BASS

R.I.P. DIMEBAG DARRELL (1966-2004)


Thanks to thomasc1 for correcting track #8 lyrics.
Thanks to nirajpandya for sending track #15 lyrics.
Thanks to Eric Boutin for correcting track #9 lyrics.
Thanks to mya_bug for correcting track #4 lyrics.


"
Metal,Mekong Delta,The Healer,"[R. Hubert, R. Hubert]

It was the time we cried for justice loud
We did and felt so proud
Then they start to cut the moral out
Allright, we have allowed
And they start to sort the people out
We looked away and had no doubt 
See, when he first came it looked like a sign
He promised to save us from crime
So we thought everything would be fine
And he heals all our wounds - but... 
Then he starts saying
doubters are waiting 
He talked about
the only one
he had become
the only thing
that we could win
and pray to him - so pray to him 
And it seems to be
that hear now, fear now
We, we didn't see
the tears now, tears now
And could it really be that we
we're never free or meant to be - see 
We called him healer, see what we got
We were believers, see what we got 
And now we cry for freedom loud
They laugh and felt so proud
Then we tried to turn the wheel around
Too late, we're not allowed 
See, when he first came it looked like a sign
He promised to save us from crime
So we thought everything would be fine
He heals all our wounds - but... 
Then he starts saying
doubters are waiting 
He talked about
the only one
he had become
the only thing
that we could win
and pray to him - so pray to him 
And it seems to be
that here now, fear now
We, we didn't see
the tears now, tears now
And could it really be that we
we're never free or meant to be - see 
We called him healer, see what we got
We were believers, see what we got 
Too late...

"
Metal,Zimmer S Hole,Terry,"Housekeeping bag
Here comes the big spaceship
...Thrusters on
Here comes the big spaceship

Terry!

Children fucked from the start
Sleeping naked? Fix the part
Swear throat - First release
Prison sentence
You fucking reek!

Terry!

Who's the gimp in the box
Metal drummer sucking cocks
Meat in his seat
You shoulda seen those feet!

Terry!

"
Metal,Zimmer S Hole,Bread,"Uhhhh...!
...Bred - Bread!
Growing like a never ending tumour
Growing like a skin of mould
Feeding off the remains of old
Growing!
Uhhhh...!
...Bred - Bread!
Growing like a never ending tumour
Growing like a skin of mould
Feeding off the remains of old
Growing!
Uhhhaaaaag!
c 1976 Kiss Inc.R
Uhhhh...
Bred

"
Metal,Melvins,Flex With You,"The air will promise me
It's rifle down my back
It lives around my bones.
Cast awaits the will
Infiltrate the soul
It keeps me feeling small.

"
Metal,Zao,In These Times Of Silence,"What else is there. After the slipping away. When everything is silent, and 
nothing is around, alone. Looking dep inside, Hearing the echo of my soul. 
Noone can know. In these tims of silence, these times of seperation. I find 
there is a voice that rises up. A peace that brings my tears. A comfort that 
no one else can offer. So why do people turn away? Why do they look 
elsewhere and base their self on opinions? When the truth is so evident that 
this God of love is so constant. When everything is gone. Destruction and 
storms. My Jesus stands to help.

"
Metal,Acid Witch,Realm Of The Wicked,"[Instrumental]
"
Metal,Zero Hour,Lies,"Think clearly (I'm thinking so clear)
For our days seem much to long
Breath deeply (I am breathing so deeply)
If you dare, I am here
Lies, no more lies, piss away the sacrifice
You could not see me
Stop dreaming (I am dreaming)
For that's what you would have me do
Not believing (I believe)
Like the ocean side erodes the passion through
Lies, no more lies
Piss away the sacrifice
You could not see me
Days pass by
My windows shake the howling winds the pounding rain outside
Days pass by
In you, all in you, in you
No!
You were the one to deny
All life presented before me
How could one have been so blind
Just a second to decide
(Days pass by)
My blood runs deep from the surface
On earth to serve my own purpose
(Days pass by) in you?
You were the one to deny me
All life presented before me
How could one have been so blind

"
Metal,Acranius,Dishonor,"
"
Metal,Zero Degree,Back In Time,"
"
Metal,Acoustic Torment,Environmental Disaster,"every day there are dying out 
some species of animals and plants. 
stop the environmental disaster, 
only now we have a chance.

threatened creatures, dirty seas, 
polluted atmosphere, dying trees.

Every day we are destroying 
a part of this beautiful nature.
stop the ecocide now, 
or we will have no future.

we invest millions of dollars 
in science and mars exploration, 
that we can leave this planet 
when it is finally destroyed. 
use the money for saving the environment, 
this would be thousand times more efficient!

threatened creatures, dirty seas, 
polluted atmosphere, dying trees.

stop the insanity! - stop the ecocide! 
stop the indifference! - stop the suicide!

"
Metal,Dance Club Massacre,Brewtality,"I'd like to propose another toast for the gents and gentiles.

Yes we swallow, regurgitate, high five, but from our troughs comes enlightenment for at least 5 and a half hours.

4 with the hour of power.

They say the sheep have been abandoned by their shepherd.   

It was the wolves that took him.

In packs of 6, 12, maybe 30.

No chance of retaining his field.

Pity for who?   The flock or the victim?

With this a new world order is upon us.   

To prepare, they will fight for president, vice, and so forth to the route in which assholes are doomed.

Pick up the pace, refill the glass.

The stakes get higher as the population grows.

And soon this world will be spinning faster than you can cope with.

The sinners sway from side to side with no remorse.

The virgins marry us with pride in the disco room, be cool.

Now bestowed amongst kings and queens, much like in Roman times, the gladiators gather around a circle of death.

Choose each tactic wisely baby.

You don't want to go down in flames.

With balance and precision you could stay on top of the can.   

One fatal move and you're history.

"
Metal,Melvins,P,"
Buzz Osborne â Guitars, Vocals
Dale Crover â Drums
Jared Warren â Bass, Vocals (Background)
Coady Willis â Drums, Vocals (Background)


"
Metal,Zavorash,An Oath To My Kind,"Mesmerizing Whirling Fires In The Night
Through Which Visions Of Splendid Nature Is Brought To Sight
A World Of Foul Worms Crumbling In Their Filth
Burning Themselves Blindly To The Final Hilt
I Will Always Remember The Time I Understood
That They In Ignorance Spit On Me Would
For As Long As I Still Held On To Myself
Till Death For I Shall Not Break For Anything Else

Feeling The Weakness From Which They Flee
Knowing Their Fears I Know All Their Dreams
A Child Not Grasping The Meaning Of Mortality
Every Being Of Flesh Turns Out To Be
Ruled By Ignorantly Ethical Primates
My Struggle Will Forever Be A Stillmate
Without Pride In A World Not Knowing The Meaning Of The Word
I Am Forever The Bringer Of A Simple Truth Unheard

Mezmerising Stars Eternities Away
Listening To The Silent Symphonies Of The Night
Standing Alone Yet Never Lonely
Longing For Death Still Celebrating Life
Dark I Am In The Eyes Of Others
How Does The Blind Make Differance
Talking Monkeys Scorning All Truth In Fear
I Could Join Them But I Will Never Be Near

Borned And Taught By My Kind
I Learned Their Aims And Goals
Now To Be Scorned And Looked Down On
For Their Lies I Disobeyed
Disrupting Their Garded Patterns
They Fear I Will Break Their Circles
And Disseminate Clearness
The Weak Fear My Mind

So Then Hear My Oath Thou Of My Kind
Of Hatred Scorn And Disrespect
Behold My Affront To Thy Hierarchies
Be Certain I Shall Betray Thee
I Abdicate All Unity
With The Rulers Of This World
For Better Is The Animal
Than My Kind And Its Word

"
Metal,Melissa,Dark Deeds,"For hundreds years
Church have been seen seeking
The absolute power
Over humble souls
Priests raped
In the Temples of God
You won't be grieved
For giving your own son

The bible asserts that murder is a sin
But Jesus preached -
"" I didn't bring peace,
but a sword on the Earth ""
Mad screams of burning inquisition fires
Thousand innocent victims

Christ promised you eternal life
I promise you eternal death
"" I'm Lord and you're my slaves ""
Slaves - obey your master even after death

"" Let it be no gods besides me ! ""
Fanatic christians destroy
beautiful statues of gods
Of ancient Greece and Rome
Murders in the name of God

Of their dark deeds accuse Satan
Nail newborn child to cross
In the name of God

[solo : P.G.]

"
Metal,Melechesh,Annunaki S Golden Thrones,"[Music: Ashmedi / Lyrics: Ashmedi]

""Fiercest Gallu demons rise""

Seven headed serpents
Born of genius and rage
Slaves to the olden Unnamed
Shield the cosmic deserts
Seven noble sages
Born of princely progeny
Of elevated golden blood
Praise the nameless Ancient Gods

Quick-sand, vacuum,
Sky of sand in the sphere of the damned
A dimension of cosmogony
Overwhelm the will, grim thrill
Seven headed serpents
Born of genius and rage
Slaves to the olden Unnamed
Shield the cosmic deserts

""Fiercest Gallu demons rise""

Giants, titans, people of the Shem
Architects of Lugal-E
Recluses of innate dominance
Sires of earth, Shahs of the universe
Seated on their thrones of gold
They weaved all essence
In opaque storm of vacuum
Seven noble Sages
Born of princely progeny
Of elevated golden blood
Praise the nameless Ancient Gods

Barron land Nazu domains
Malefic phantoms rise
Like an oath of the surreal fiend
Uttuku's curse forever remain

Land of Nazu domains
Malefic phantoms rise
Like an oath of the surreal fiend
Uttuku's curse forever remain

""Sebittu, Iminbi, Lugal - E""
Annunaki's Golden Thrones

"
Metal,Zero Hour,The Ghosts Of Dawn,"THE KEEPER OF THE KINGDOM NOW HAS COME DOWN SO DOWN
TO THE EARTH BELOW TO A BLINDING GLOW
TO A SOUND TO A HAUNTING SOUND
IT NOW CAN BE SEEN IT WAS MAN NOT MACHINE IT WAS MAN JUST A MAN
AMAZED HE SURVIVED AMAZED TO HEAR A SIGH
IS THERE SOMEONE ELSE HERE?
FEVERISH LAUGHTER BREAKS UPON THEIR LIPS
THE TORTURED FROM THE HEREAFTER APPEAR IN HIS MIDST
THEY DANCE WHIRLING AROUND HIM A SIRENS SONG HIS FATE
THEY BEGIN SINGING SOFTLY
""DEATH COMES TO THOSE WHO HATE, DEATH COMES TO THOSE WHO WAIT""
""HOW COULD YOU LEAD US ON WHILE YOU STAYED ON HIGH
HOW COULD YOU LEAD US ON TO STAY FROZEN IN TIME?""
""HOW COULD I LEAD THEM ON TO SOMETHING THEY'D NEVER FIND""
WHY DID I LEAD THEM ON TO SOMETHING THAT WAS ONLY IN MIND?""
AND NOW HE FADES AWAY

[Music: J. Tipton &amp; T. Tipton]
[Lyrics: E. Rosvold]

Line-Up: 
Erik Rosvold: Vocals
Jasun Tipton: Guitars
Troy Tipton: Bass
Mike Guy: Drums and Purcussion         

Credits:
Written, Arranged and Produced by: Zero Hour
Executive Producer: Ken Golden
Produced by: Dino Alden and Zero Hour
Engineered and Mixed by: Dino Alden
Recorded and Mixed at: Alden's Gate, Santa Rose, CA
CD Mastering by: Joe Gastwirt at Ocean View Digital
Illustration, Design, &amp; Layout bt: Travis Smith
Band Photography by: Dave Lepori


Thanks to bringa for correcting these lyrics.


"
Metal,Melvins,(Flower),"
"
Metal,Axewound,Burn Alive,"Hate lives here
I want to crush to your soul
Repulsion disgust for every piece of you
I want to slit your fucking throat
I need to hear you scream
One focus destruction all crushing down on you
DOWN ON YOU

There's no escape from me nowhere left to hide
It's time to make it clear that vengeance will be mine

Your soul is now in hell
You must reside
As Satan's grip gets tighter
Forever burn alive

No way out
You're now within my grasp
Extensive this torture and savour all of this
Your cries for will go unheard
I need to hear you scream
No options it's hopeless I've come to watch you die

WATCH YOU DIE

There's no escape from me nowhere left to hide
It's time to make it clear that vengeance will be mine

Your soul is now in hell
You must reside
As Satan's grip gets tighter
Forever burn alive

You filthy piece of shit
Your fucking times run out
I want to drink your fucking blood
It's time for you to fucking Diiiiiiie

Your soul is not in hell VENGEANCE
Your soul is now in hell VENGEANCE

Your soul is now in hell
You must reside
As Satan's grip gets tighter
Forever burn alive

Vengeance will be mine

"
Metal,Melvins,Leeech,"[Green River cover]

Firmly attached, always at my side
I'll let you go while I can still walk alright
I'd rip you out but you'd tear my flesh
How'd I get into such a surgical mess?
Oh, Leeech.
Coughing up blood, I'm coughing up love.
Coughing up blood, I think I've had enough.
I've had enough of you.

"
Metal,Zero Cipher,Stupid People (Make Me Angry),"Don't like it? Don't listen
Go waste your time with yourself
Stop hiding, complaining
If you're so great you can do anything
But you've worked out nothing at all
Just kept your head down
Buried deep in your hole

Here's a taste, here's the best thing to me
Because I already am, what I said I would be
And I'll wipe that smile off
Then you'll see that
Stupid people make me angry

Now hear me
Don't push it
Hiding yourself from the truth
So loud mouth
Just shut up
It's time you learned to move on
With your life
Never get in my way again
You don't see that you're
Left with nothing at all

"
Metal,Awaiting The Apocalypse,Mhald,"We take this journey, this road now so familiar
We've driven it 100 time, we'll do it 1000 more
Every turn and curve, I know better than myself
This is our lives; this is who we are....
Everything is changing, is it for better or worse?
The plants are growing, buds will blossom then burn
4, 5, or 6, or your best shit,
Wrap it up, I'll flip it and see you in 10 days
See you in 10 days
That's when you'll get paid
The sweat builds on your palms
This venture is dark and long
Filled with danger and with bomb
The miles roll on and on
Lights flash red and blue
They're coming after you
There's nothing left to do
Pull the car over and face the truth
It's over, they've got me, I think as I am stopping
They'll take me far away, lock me into solitary
It's over, they've got me, I think as I am stopping
They drove by and my heart sighed, I thought
I was gonna die
We make this, we take this
A journey into the heartland
Fuck no, they won't get me
I will always get off scot-free
Until the day they take from me
What is most precious, being free
And if that happens I'll rip out your fucking throat

Benjamin Modlin â Bass
Danny Capps â Drums
Jon Loane â Guitar
Marcos Silva â Guitars
Tyler Edwards â Vocals




"
